FECHA,PRECIP,EVAP,TMAX,TMIN
28/03/1962,2.5,4.8,26,5.5
29/03/1962,0,7.3,28,4.5
30/03/1962,0,6.2,26.5,8
31/03/1962,0,5.6,27,7
01/04/1962,0,6.2,26,8
02/04/1962,0,6.3,25,3
03/04/1962,0,5.8,25,3.5
04/04/1962,0,6.9,25.5,7
05/04/1962,0,6.7,25,9
06/04/1962,0,6.5,25,9
07/04/1962,0,5.7,25.5,8
08/04/1962,0,6.7,25,8.5
09/04/1962,0,6.7,26.5,7
10/04/1962,0,5.7,27.5,7
11/04/1962,0.01,5.9,27.5,8
12/04/1962,17,5.1,25,7
13/04/1962,7,3.9,27.5,8
14/04/1962,5.5,1.3,16.5,7.5
15/04/1962,5,5.5,21.5,8
16/04/1962,8.5,4.1,19.5,9
17/04/1962,12,5.4,20,9
18/04/1962,5.5,5.2,18.5,5
19/04/1962,0,6.6,20.5,5
20/04/1962,0,5.4,22.5,3
21/04/1962,0.01,6.1,20,4
22/04/1962,2.5,5.7,24,8
23/04/1962,2,3.8,20.5,5
24/04/1962,0,5.1,23,9
25/04/1962,0,5.8,24,9
26/04/1962,0,6.7,25,8.5
27/04/1962,0,7.1,25.5,9
28/04/1962,0,8.9,25,8
29/04/1962,0,8.1,26.5,9
30/04/1962,0.01,7.2,27.5,8.5
01/05/1962,0.5,5,28,8
02/05/1962,9,3.6,24,5.5
03/05/1962,1.5,3.7,21.5,6
04/05/1962,2.5,4.1,22,8.5
05/05/1962,0,6.2,23.5,8
06/05/1962,0,7,23.5,5.5
07/05/1962,4.5,3.8,24,5
08/05/1962,0.01,3.9,23.5,9
09/05/1962,0,6.5,25,3.5
10/05/1962,0,7.6,25.5,4.5
11/05/1962,0,6.7,26,3.5
12/05/1962,0,6.8,26.5,7.5
13/05/1962,0,6.2,27,7
14/05/1962,0.01,5.7,25.5,8
15/05/1962,0.01,4.3,24,8.5
16/05/1962,0.01,4.8,25.5,7
17/05/1962,0.01,4.8,26,5
18/05/1962,0.5,5.7,25.5,10
