FECHA,PRECIP,EVAP,TMAX,TMIN
01/01/1981,0,NULO,NULO,NULO
02/01/1981,0,NULO,NULO,NULO
03/01/1981,0,NULO,NULO,NULO
04/01/1981,0,NULO,NULO,NULO
05/01/1981,0,NULO,NULO,NULO
06/01/1981,0,NULO,NULO,NULO
07/01/1981,0,NULO,NULO,NULO
08/01/1981,0,NULO,NULO,NULO
09/01/1981,0,NULO,NULO,NULO
10/01/1981,0,NULO,NULO,NULO
11/01/1981,0,NULO,NULO,NULO
12/01/1981,0,NULO,NULO,NULO
13/01/1981,0,NULO,NULO,NULO
14/01/1981,0,NULO,NULO,NULO
15/01/1981,0,NULO,NULO,NULO
16/01/1981,0,NULO,NULO,NULO
17/01/1981,0,NULO,NULO,NULO
18/01/1981,25,NULO,NULO,NULO
19/01/1981,12.4,NULO,NULO,NULO
20/01/1981,0.5,NULO,NULO,NULO
21/01/1981,0.01,NULO,NULO,NULO
22/01/1981,0.01,NULO,NULO,NULO
23/01/1981,0,NULO,NULO,NULO
24/01/1981,0,NULO,NULO,NULO
25/01/1981,0,NULO,NULO,NULO
26/01/1981,0,NULO,NULO,NULO
27/01/1981,0,NULO,NULO,NULO
28/01/1981,0,NULO,NULO,NULO
29/01/1981,0,NULO,NULO,NULO
30/01/1981,0,NULO,NULO,NULO
31/01/1981,0,NULO,NULO,NULO
01/02/1981,0,NULO,NULO,NULO
02/02/1981,0,NULO,NULO,NULO
03/02/1981,0,NULO,NULO,NULO
04/02/1981,0,NULO,NULO,NULO
05/02/1981,0,NULO,NULO,NULO
06/02/1981,0,NULO,NULO,NULO
07/02/1981,0,NULO,NULO,NULO
08/02/1981,0,NULO,NULO,NULO
09/02/1981,0,NULO,NULO,NULO
10/02/1981,0,NULO,NULO,NULO
11/02/1981,0,NULO,NULO,NULO
12/02/1981,0,NULO,NULO,NULO
13/02/1981,0,NULO,NULO,NULO
14/02/1981,9.8,NULO,NULO,NULO
15/02/1981,0.01,NULO,NULO,NULO
16/02/1981,0,NULO,NULO,NULO
17/02/1981,0,NULO,NULO,NULO
18/02/1981,0,NULO,NULO,NULO
19/02/1981,0,NULO,NULO,NULO
20/02/1981,0,NULO,NULO,NULO
21/02/1981,0,NULO,NULO,NULO
22/02/1981,6.4,NULO,NULO,NULO
23/02/1981,21,NULO,NULO,NULO
24/02/1981,0,NULO,NULO,NULO
25/02/1981,0,NULO,NULO,NULO
26/02/1981,0,NULO,NULO,NULO
27/02/1981,0,NULO,NULO,NULO
28/02/1981,0,NULO,NULO,NULO
01/03/1981,0,NULO,NULO,NULO
02/03/1981,0,NULO,NULO,NULO
03/03/1981,0,NULO,NULO,NULO
04/03/1981,0,NULO,NULO,NULO
05/03/1981,0,NULO,NULO,NULO
06/03/1981,0,NULO,NULO,NULO
07/03/1981,0,NULO,NULO,NULO
08/03/1981,0,NULO,NULO,NULO
09/03/1981,0,NULO,NULO,NULO
10/03/1981,1.4,NULO,NULO,NULO
11/03/1981,0,NULO,NULO,NULO
12/03/1981,23.8,NULO,NULO,NULO
13/03/1981,0,NULO,NULO,NULO
14/03/1981,0,NULO,NULO,NULO
15/03/1981,0,NULO,NULO,NULO
16/03/1981,15,NULO,NULO,NULO
17/03/1981,0,NULO,NULO,NULO
18/03/1981,0,NULO,NULO,NULO
19/03/1981,0,NULO,NULO,NULO
20/03/1981,0,NULO,NULO,NULO
21/03/1981,0,NULO,NULO,NULO
22/03/1981,0,NULO,NULO,NULO
23/03/1981,0,NULO,NULO,NULO
24/03/1981,0,NULO,NULO,NULO
25/03/1981,0,NULO,NULO,NULO
26/03/1981,0,NULO,NULO,NULO
27/03/1981,0,NULO,NULO,NULO
28/03/1981,0,NULO,NULO,NULO
29/03/1981,0,NULO,NULO,NULO
30/03/1981,0,NULO,NULO,NULO
31/03/1981,0,NULO,NULO,NULO
01/04/1981,0,NULO,NULO,NULO
02/04/1981,0,NULO,NULO,NULO
03/04/1981,0,NULO,NULO,NULO
04/04/1981,0,NULO,NULO,NULO
05/04/1981,0,NULO,NULO,NULO
06/04/1981,0,NULO,NULO,NULO
07/04/1981,0,NULO,NULO,NULO
08/04/1981,0,NULO,NULO,NULO
09/04/1981,0,NULO,NULO,NULO
10/04/1981,0,NULO,NULO,NULO
11/04/1981,0,NULO,NULO,NULO
12/04/1981,0,NULO,NULO,NULO
13/04/1981,0.01,NULO,NULO,NULO
14/04/1981,1,NULO,NULO,NULO
15/04/1981,0.7,NULO,NULO,NULO
16/04/1981,5.8,NULO,NULO,NULO
17/04/1981,5.4,NULO,NULO,NULO
18/04/1981,2,NULO,NULO,NULO
19/04/1981,0.01,NULO,NULO,NULO
20/04/1981,0,NULO,NULO,NULO
21/04/1981,13.4,NULO,NULO,NULO
22/04/1981,0,NULO,NULO,NULO
23/04/1981,0,NULO,NULO,NULO
24/04/1981,0,NULO,NULO,NULO
25/04/1981,0,NULO,NULO,NULO
26/04/1981,0,NULO,NULO,NULO
27/04/1981,0,NULO,NULO,NULO
28/04/1981,0,NULO,NULO,NULO
29/04/1981,0,NULO,NULO,NULO
30/04/1981,1.5,NULO,NULO,NULO
01/05/1981,0,NULO,NULO,NULO
02/05/1981,0,NULO,NULO,NULO
03/05/1981,0,NULO,NULO,NULO
04/05/1981,0,NULO,NULO,NULO
05/05/1981,0,NULO,NULO,NULO
06/05/1981,0,NULO,NULO,NULO
07/05/1981,0,NULO,NULO,NULO
08/05/1981,0,NULO,NULO,NULO
09/05/1981,0,NULO,NULO,NULO
10/05/1981,0,NULO,NULO,NULO
11/05/1981,10.8,NULO,NULO,NULO
12/05/1981,0,NULO,NULO,NULO
13/05/1981,0,NULO,NULO,NULO
14/05/1981,0,NULO,NULO,NULO
15/05/1981,0,NULO,NULO,NULO
16/05/1981,0,NULO,NULO,NULO
17/05/1981,0,NULO,NULO,NULO
18/05/1981,0,NULO,NULO,NULO
19/05/1981,0,NULO,NULO,NULO
20/05/1981,0,NULO,NULO,NULO
21/05/1981,7.8,NULO,NULO,NULO
22/05/1981,4.7,NULO,NULO,NULO
23/05/1981,0,NULO,NULO,NULO
24/05/1981,0,NULO,NULO,NULO
25/05/1981,4.1,NULO,NULO,NULO
26/05/1981,4.3,NULO,NULO,NULO
27/05/1981,17.6,NULO,NULO,NULO
28/05/1981,3.6,NULO,NULO,NULO
29/05/1981,0,NULO,NULO,NULO
30/05/1981,5,NULO,NULO,NULO
31/05/1981,22.4,NULO,NULO,NULO
01/06/1981,6.2,NULO,23.5,10.5
02/06/1981,1.8,NULO,22.5,11.5
03/06/1981,2.4,NULO,22.5,10
04/06/1981,4.4,NULO,20.5,10.5
05/06/1981,7.8,NULO,25,11.5
06/06/1981,10.3,NULO,24.5,15.5
07/06/1981,2.6,NULO,24.5,14.5
08/06/1981,12.2,NULO,24,14
09/06/1981,4.7,NULO,20,14.5
10/06/1981,5.7,NULO,17.5,13.5
11/06/1981,4.5,NULO,20,13
12/06/1981,7.3,NULO,21.5,12.5
13/06/1981,14.8,NULO,21,12.5
14/06/1981,42.6,NULO,20,12
15/06/1981,6.9,NULO,19.5,13
16/06/1981,22.5,NULO,19.5,14
17/06/1981,1.7,NULO,19.5,12.5
18/06/1981,15.5,NULO,20.5,13.5
19/06/1981,13.3,NULO,22.5,13
20/06/1981,20,NULO,20,13.5
21/06/1981,1.4,NULO,20.5,12.5
22/06/1981,8.1,NULO,21.5,10.5
23/06/1981,14,NULO,20.5,12.5
24/06/1981,7,NULO,22.5,11.5
25/06/1981,14.9,NULO,17.5,13
26/06/1981,14.5,NULO,21.5,12
27/06/1981,6.5,NULO,16.5,12
28/06/1981,8,NULO,19.5,11.5
29/06/1981,9.6,NULO,20.5,12
30/06/1981,8.2,NULO,21.5,12.5
01/07/1981,17.7,NULO,20.5,13.5
02/07/1981,2.2,NULO,20,12
03/07/1981,20,NULO,21.5,10.5
04/07/1981,30.3,NULO,20.5,10.5
05/07/1981,3.1,NULO,20.5,12.5
06/07/1981,0,NULO,20,10.5
07/07/1981,0,NULO,19.5,12.5
08/07/1981,0,NULO,21.5,11
09/07/1981,13.4,NULO,20.5,11.5
10/07/1981,23.4,NULO,20.5,11
11/07/1981,28.9,NULO,22,12.5
12/07/1981,4,NULO,20.5,12
13/07/1981,0,NULO,21.5,10
14/07/1981,7.3,NULO,21.5,11
15/07/1981,29.5,NULO,20.5,12
16/07/1981,43.4,NULO,19.5,12.5
17/07/1981,12,NULO,20,10.5
18/07/1981,5.5,NULO,19.5,11.5
19/07/1981,4.4,NULO,23.5,10
20/07/1981,1.5,NULO,22.5,12
21/07/1981,3.2,NULO,21.5,13
22/07/1981,1.6,NULO,24.5,10.5
23/07/1981,9.5,NULO,23,11.5
24/07/1981,11.6,NULO,22,10
25/07/1981,6.6,NULO,20.5,12
26/07/1981,0,NULO,21,11.5
27/07/1981,4.1,NULO,20.5,12.5
28/07/1981,0,NULO,22.5,10.5
29/07/1981,2.2,NULO,25.5,10
30/07/1981,0,NULO,23,11
31/07/1981,0,NULO,22,10.5
01/08/1981,0,NULO,23,10.5
02/08/1981,0,NULO,22.5,9
03/08/1981,0,NULO,21.5,10.5
04/08/1981,0,NULO,19.5,11.5
05/08/1981,0,NULO,23.5,12
06/08/1981,0,NULO,24.5,9
07/08/1981,0,NULO,23.5,11.5
08/08/1981,0,NULO,24,10
09/08/1981,0,NULO,24.5,11
10/08/1981,0,NULO,23.5,12.5
11/08/1981,13,NULO,24.5,13
12/08/1981,23.5,NULO,23.5,10
13/08/1981,0,NULO,22.5,11
14/08/1981,8.3,NULO,22,11.5
15/08/1981,5.5,NULO,21.5,11.5
16/08/1981,3.4,NULO,21.5,10
17/08/1981,16.5,NULO,22,11
18/08/1981,3.2,NULO,24.5,12
19/08/1981,0,NULO,23.5,11.5
20/08/1981,43.5,NULO,21.5,12
21/08/1981,66.2,NULO,22.5,13.5
22/08/1981,9.7,NULO,18.5,12.5
23/08/1981,5.4,NULO,22.5,11
24/08/1981,6.4,NULO,21.5,10
25/08/1981,3.1,NULO,21.5,11.5
26/08/1981,0,NULO,22,13.5
27/08/1981,23.4,NULO,20.5,14.5
28/08/1981,56.5,NULO,20.5,13.5
29/08/1981,20.4,NULO,20,14.5
30/08/1981,22.3,NULO,20,13.5
31/08/1981,2.4,NULO,22.5,13.5
01/09/1981,6.3,NULO,18.5,12.5
02/09/1981,14.3,NULO,19.5,10
03/09/1981,13.4,NULO,20.5,10.5
04/09/1981,14.4,NULO,23.5,12
05/09/1981,0,NULO,24.5,12.5
06/09/1981,0.8,NULO,24.5,11.5
07/09/1981,17.4,NULO,22.5,12.5
08/09/1981,8.1,NULO,21.5,12.5
09/09/1981,23.1,NULO,22.5,11
10/09/1981,0,NULO,23.5,11.6
11/09/1981,6.3,NULO,23.5,10.5
12/09/1981,3.2,NULO,22.5,11.5
13/09/1981,0,NULO,22.5,10.5
14/09/1981,0,NULO,24.5,11
15/09/1981,0,NULO,23.5,12
16/09/1981,0,NULO,23.5,11.5
17/09/1981,0,NULO,22,11.5
18/09/1981,0,NULO,21.5,12.5
19/09/1981,0.3,NULO,22.5,8.5
20/09/1981,0,NULO,25,10.5
21/09/1981,5.2,NULO,20.5,13.5
22/09/1981,1,3.9,24,12.5
23/09/1981,5.1,3,23.5,11.5
24/09/1981,0,3.1,22.5,11
25/09/1981,3.5,3.5,20.5,10.5
26/09/1981,17.2,3.4,21.5,10.5
27/09/1981,17.9,2.7,23.5,10
28/09/1981,2.2,2.2,23.5,11.5
29/09/1981,4.7,3.6,19.5,12
30/09/1981,13.7,2.8,18.5,13.5
01/10/1981,2.5,3.6,22,13.5
02/10/1981,0,3,20.5,10.5
03/10/1981,0,4,23.5,11
04/10/1981,0,5,25,11
05/10/1981,0,4.9,24.5,14.5
06/10/1981,0,3.9,25,11.5
07/10/1981,0,4.7,24.5,11
08/10/1981,3.5,3.2,24,11.5
09/10/1981,8.5,3.5,22.5,11
10/10/1981,8.3,3.6,22.5,10.5
11/10/1981,8.4,3.5,23,10
12/10/1981,34,4.3,24,11.5
13/10/1981,4.5,3.4,22.5,12
14/10/1981,4.2,2.3,21.5,11
15/10/1981,0,5.5,24,9.5
16/10/1981,0,3.8,23.5,9.5
17/10/1981,0,3.6,23.5,10.5
18/10/1981,0,5,22.5,11
19/10/1981,0,2.5,22.5,10.5
20/10/1981,0,2.2,23.5,10
21/10/1981,0,5.5,22.5,10.5
22/10/1981,0,2.1,23.5,8.5
23/10/1981,0,2.8,23,11.5
24/10/1981,2,2,23.5,11
25/10/1981,0,2.1,22.5,11.5
26/10/1981,30.7,3,24,11.5
27/10/1981,7.2,2,20,11
28/10/1981,0,3.2,23.5,10.5
29/10/1981,0,3.1,24.5,11.5
30/10/1981,0,3.4,23.5,12.5
31/10/1981,1.7,1.6,21,12
01/11/1981,0,3.5,24,10.5
02/11/1981,0,3.1,24,8.5
03/11/1981,0,4.1,22,9
04/11/1981,0.7,4.5,23.5,10
05/11/1981,0,5.7,24,10.5
06/11/1981,0,4.3,24.5,8.5
07/11/1981,0,5.7,22.5,8
08/11/1981,0,5.7,23.5,10.5
09/11/1981,0,5.3,24,12
10/11/1981,0,4.6,22,8.5
11/11/1981,0,4.3,22.5,8
12/11/1981,0,4,22.5,9
13/11/1981,0,3,22,8.5
14/11/1981,0,4.7,23,8
15/11/1981,0,2.4,22.5,5.5
16/11/1981,0,3,23.5,5
17/11/1981,0,2.6,23.5,7.5
18/11/1981,0,4.3,23,6.5
19/11/1981,0,4.7,22.5,8
20/11/1981,0,2.1,22.5,8.5
21/11/1981,0,3,20.5,7
22/11/1981,0,3.7,23,6.5
23/11/1981,0,5.5,23.5,8.5
24/11/1981,0,4.2,22.5,6
25/11/1981,0,6.4,22.5,5.5
26/11/1981,0,4.3,23,9
27/11/1981,0,5.7,24.5,9.5
28/11/1981,0,4.7,24.5,10
29/11/1981,0,4.7,23.5,10.5
30/11/1981,0,5,24.5,8.5
01/12/1981,0,5.1,23.5,9
02/12/1981,0,4.3,23.5,11
03/12/1981,0,3.2,23,11
04/12/1981,0,3.7,23,10
05/12/1981,0,3.7,22.5,7.5
06/12/1981,0,1.6,21.5,8.5
07/12/1981,0,3.4,23.5,9.5
08/12/1981,0.9,3.8,24,8
09/12/1981,0,3.6,20.5,9.5
10/12/1981,0,3.2,20,7
11/12/1981,0,3.5,21,5.5
12/12/1981,0,3.2,22.5,8.5
13/12/1981,0,3,23.5,8.5
14/12/1981,0,3.1,23.5,9.5
15/12/1981,0,2.7,23,9
16/12/1981,0,5.6,23,9.5
17/12/1981,0,2.5,22.5,7.5
18/12/1981,0,4.5,22.5,9.5
19/12/1981,0,3.2,23,8
20/12/1981,0,5,20,8.5
21/12/1981,0,2.1,22.5,9
22/12/1981,0,2.7,22,8.5
23/12/1981,0,2.7,21.5,7.5
24/12/1981,0,1.4,22,6.5
25/12/1981,0,3.3,21,6
26/12/1981,0,4.5,22,7.5
27/12/1981,0,5.9,23,7
28/12/1981,0,2.6,24.5,8
29/12/1981,0,3.3,25.5,10
30/12/1981,0,2.7,24,8.5
31/12/1981,0,2.2,24.5,8.5
01/01/1982,0,2,24,9
02/01/1982,0,5.7,24,8.5
03/01/1982,0,2.5,22.5,7.5
04/01/1982,0,5.9,23.5,9.5
05/01/1982,0,3.6,23,8.5
06/01/1982,0,5.3,23.5,10
07/01/1982,0,4.1,24.5,10
08/01/1982,0,4.1,23,12
09/01/1982,0,2.8,23.5,8
10/01/1982,0,1.5,22,9.5
11/01/1982,0,3.9,22.5,7.5
12/01/1982,0,3.2,23.5,8
13/01/1982,0,4.6,24,10.5
14/01/1982,0,1.4,23,9
